ID;Согласовано;Раздел документа;Содержание;Порядковыи? номер;Дата ввода требования в действие;Дата отмены или приостановки требования;Статус требования;Реестр НТД;Вид номера;Раздел реестра;Требование безопасности;Конструктор;Триггер избранного;Создавший пользователь;ЮИН;Изменено;Дата публикации в реестре требований
193527;Ложь;;<p>10.2.4 Конструкция предохранительных клапанов должна предусматривать возможность проверки их действия в рабочем состоянии путем принудительного открывания клапана.</p><p>Грузы рычажных предохранительных клапанов должны быть закреплены на рычаге способом, исключающим их произвольное перемещение. Навешивать новые грузы после регулировки клапана не допускается.</p><p>При установке на котле двух предохранительных клапанов один из них должен быть контрольным. Контрольный клапан снабжают устройством (например, кожухом, запирающимся на замок), не позволяющим обслуживающему персоналу регулировать клапан, но не препятствующим проверке его состояния.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193527;Ложь;
193528;Ложь;;<p>10.2.5 Предохранительные клапаны должны иметь устройства (отводные трубы) для защиты обслуживающего персонала от ожогов при срабатывании клапанов. Среду, выходящую из предохранительных клапанов, отводят за пределы помещения. Конфигурация и сечение отвода должны быть такими, чтобы за клапаном не создавалось противодавление. Отводящие трубопроводы должны быть защищены от замерзания и оборудованы устройствами для слива конденсата, причем как на отводящих трубопроводах, так и на сливных устройствах не должно быть запорных органов.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193528;Ложь;
193529;Ложь;;<p>10.2.6 Для проверки исправности действия предохранительных клапанов следует предусматривать свободный доступ к ним.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193529;Истина;
193531;Ложь;;"<p>10.2.8 Диаметр соединительного и атмосферного трубопровода расширительного сосуда должен быть не менее 50 мм. Для предотвращения замерзания воды сосуд и трубопровод следует утеплять; расширительный сосуд следует плотно закрывать крышкой.</p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193531;Ложь;
193532;Ложь;;<p>10.2.9 В случае включения котлов в систему отопления без расширительного сосуда заменять предохранительные клапаны на котлах обводами не допускается.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193532;Ложь;
193533;Ложь;;"<p>10.2.11 Диаметры обводов и обратных клапанов должны быть приняты по расчету, но не менее:</p><p>40 мм – для котлов теплопроизводительностью до 0,28 МВт;</p><p>50 мм – для котлов теплопроизводительностью свыше 0,28 МВт.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193533;Ложь;
193534;Ложь;;"<p><span style=""color: black;"">10.2.13 Число и размеры предохранительных клапанов рассчитывают по следующим формулам:</span></p><p>	<span style=""color: black;"">а) для водогрейных котлов с естественной циркуляцией</span></p><p><em style=""color: black;"">ndh</em><span style=""color: black;""> = 0,516</span><em style=""color: black;"">Q</em><span style=""color: black;"">,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(10.1)</span></p><p>	<span style=""color: black;"">б) для водогрейных котлов с принудительной циркуляцией</span></p><p><em style=""color: black;"">ndh</em><span style=""color: black;"">= 0,258</span><em style=""color: black;"">Q</em><span style=""color: black;"">,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(10.2)</span></p><p><span style=""color: black;"">где </span><em style=""color: black;"">n</em><span style=""color: black;""> – число предохранительных клапанов;</span></p><p>	<em style=""color: black;"">d</em><span style=""color: black;""> – диаметр клапана, мм;</span></p><p>	<em style=""color: black;"">h</em><span style=""color: black;"">– высота подъема клапанов, мм;</span></p><p>	<em style=""color: black;"">Q</em><span style=""color: black;"">– максимальная производительность котла, кВт.</span></p><p>	<span style=""color: black;"">Высоту подъема клапана при расчете по указанным формулам для обычных малоподъемных клапанов принимают не более 1/20</span><em style=""color: black;"">d</em><span style=""color: black;"">.</span></p><p>	<span style=""color: black;"">Трубы от предохранительных устройств паровых котлов должны выводиться за пределы котельной и иметь устройства для отвода воды. Площадь поперечного сечения выхлопной трубы должна быть не менее двойной площади поперечного сечения предохранительного устройства.</span></p><p>	<span style=""color: black;"">Сбросные трубы от предохранительных клапанов водогрейных котлов выводятся в канализацию через промежуточный колодец для котлов с температурой теплоносителя до 100 °С, а для котлов с температурой выше&nbsp;&nbsp;&nbsp;100 °С перед сбросом в промежуточный колодец устанавливается пароводоотделитель. Прямой сброс воды в канализацию с температурой выше 40 °С не допускается.</span></p><p><br></p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193534;Истина;
193535;Ложь;;<p>10.2.16 Проверку исправности действия предохранительных клапанов следует проводить не реже одного раза в смену на котлах с рабочим давлением до 1,4 МПа включительно и не реже одного раза в сутки на котлах с рабочим давлением свыше 1,4 МПа.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193535;Ложь;
193536;Ложь;;<p>10.3.2 Автоматизированные паровые котлы с контролем уровня воды должны быть оснащены устройствами автоматического поддержания уровня воды в водяном пространстве.</p><p>Для визуального контроля уровня воды в деаэраторах, питательных и конденсатных баках, указанные устройства должны быть оборудованы указателями уровня.</p><p>Для указателей уровня должна быть предусмотрена возможность их продувки. Воду от водоуказательных устройств следует отводить в линию свободного слива.</p><p><br></p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193536;Истина;
193537;Ложь;;<p>10.4.1 Котлы, вспомогательное оборудование и трубопроводы котельных, а также системы хранения и подачи жидкого и газообразного топлива должны быть оснащены манометрами класса точности не ниже 2,5.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193537;Истина;
193538;Ложь;;<p>10.4.2 Манометры следует выбирать с такой шкалой, чтобы при рабочем давлении их стрелка находилась во второй части шкалы.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193538;Истина;
193539;Ложь;;<p>10.4.3 На шкалу манометра следует наносить красную черту по делению, соответствующему разрешенному давлению в котле с учетом добавочного давления от веса столба жидкости.</p><p>Взамен красной черты разрешается прикреплять или припаивать к корпусу манометра металлическую пластинку, окрашенную в красный цвет и плотно прилегающую к стеклу манометра, над соответствующим делением шкалы. Наносить красную черту на стекло краской запрещается.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193539;Ложь;
193540;Ложь;;<p>10.4.4 Манометр следует устанавливать так, чтобы его показания были видны обслуживающему персоналу, при этом циферблат манометра должен находиться в вертикальной плоскости или с наклоном вперед до 30°.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193540;Ложь;
193541;Ложь;;<p>10.4.5 Диаметр корпусов манометров, устанавливаемых от уровня площадки наблюдения за манометром на высоте до 2 м, должен быть не менее 100 мм, на высоте 2–5 м – не менее 160 мм и на высоте 5 м – не менее 250 мм.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193541;Ложь;
193542;Ложь;;<p>10.4.6 На каждом паровом котле должен быть установлен манометр, сообщающийся с паровым пространством котла через соединительную сифонную трубку или через другое аналогичное приспособление с гидравлическим затвором.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193542;Ложь;
193543;Ложь;;<p>10.4.7 У котлов, работающих на жидком топливе, на трубопроводе подвода топлива к форсункам (горелкам) необходимо устанавливать манометры после последнего по ходу топлива запорного органа, а также на общем паропроводе к мазутным форсункам после регулирующего клапана.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193543;Ложь;
193544;Ложь;;"<p>10.4.8 Манометры не допускается применять в случаях, когда:</p><p>на нем отсутствует пломба или клеймо о проведении поверки;</p><p>просрочен срок поверки;</p><p>стрелка манометра при его включении не возвращается к нулевому показанию шкалы на значение, превышающее половину допустимой погрешности для данного прибора;</p><p>разбито стекло или имеются другие повреждения, которые могут отразиться на правильности показаний.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193544;Ложь;
193545;Ложь;;"<p>10.4.9 На водогрейных котлах манометры следует располагать:</p><p>на входе воды в котел после запорного органа;</p><p>выходе нагретой воды из котла до запорного органа;</p><p>всасывающих и нагнетательных линиях циркуляционных и подпиточных насосов.</p><p><br></p>";;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193545;Ложь;
193546;Ложь;;<p>10.4.10 У каждого парового котла манометр следует устанавливать на питательной линии перед органом, регулирующим питание котла.</p><p>При наличии в котельной нескольких котлов паропроизводительностью менее 2 т/ч допускается установка одного манометра на общей питательной линии.</p><p>Манометры на питательных линиях паровых и водогрейных котлов должны быть отчетливо видны обслуживающему персоналу.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193546;Ложь;
193547;Ложь;;<p>10.4.11 В случае использования водопроводной сети взамен второго питательного насоса в непосредственной близости от котла на этой водопроводной линии должен быть установлен манометр.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193547;Ложь;
193548;Ложь;;<p>10.4.12 Котлы, работающие на газообразном топливе, должны быть оснащены приборами контроля давления газа перед горелками.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193548;Ложь;
193549;Ложь;;"<p>10.4.13 В блочно-модульных котельных, эксплуатируемых без постоянного присутствия обслуживающего персонала, манометры, контролирующие безопасные режимы эксплуатации, должны дублироваться устройствами, обеспечивающими передачу информации на диспетчерский пункт.</p><p>Манометры необходимо устанавливать для контроля загрязнения и работоспособности:</p><p>- до и после фильтров (грязевиков);</p><p>- на входе и выходе теплоносителей в теплообменные аппараты;</p><p>- на линиях входа и нагнетания любых насосов;</p><p>- до и после редукционных и регулирующих клапанов;</p><p>- на входе и выходе тепловых сетей из котельной;</p><p>- на всех коллекторах пара и воды;</p><p>- на паровых и водогрейных котлах, а также сосудах, работающих под давлением, в соответствии с настоящим сводом правил и [15].</p><p>Для установки манометров следует применять соответствующие закладные конструкции (бобышки).</p><p><br></p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193549;Истина;
193550;Ложь;;<p>10.4.14 Для измерения давления пара или другой среды с температурой выше 100 °С манометр следует подключать через соединительную сифонную трубку или через другое аналогичное приспособление. Непосредственно перед манометром должен быть установлен запорный орган.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193550;Истина;
193551;Ложь;;<p>10.5.1 У водогрейных котлов для измерения температуры воды необходимо устанавливать термометры при входе воды в котел и на выходе из него.</p><p>На выходе воды из котла термометр должен быть расположен между котлом и запорным органом.</p><p>При наличии в котельной двух и более котлов термометры размещают на общих подающем и обратном трубопроводах. В этом случае установка термометра на обратном трубопроводе каждого котла не обязательна.</p><p><br></p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193551;Ложь;
193552;Ложь;;<p>10.5.2 На питательных трубопроводах паровых котлов следует устанавливать термометры для измерения температуры питательной воды.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193552;Ложь;
193553;Ложь;;<p>10.5.3 При работе котлов на жидком топливе, требующем подогрева, топливопровод следует оборудовать термометром, измеряющим температуру топлива перед форсунками. Для котлов производительностью ниже 50 МВт допускается измерение температуры на входе в котельную.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193553;Ложь;
193554;Ложь;;"<p>10.5.4 Термометры, контролирующие безопасную эксплуатацию оборудования, в блочно-модульных котельных должны быть оснащены устройствами дистанционной передачи данных.</p><p>Термометры необходимо устанавливать:</p><p>- на входе и выходе теплоносителей в теплообменные аппараты;</p><p>- на всех коллекторах пара и воды;</p><p>- на входе и выходе тепловых сетей из котельной.</p><p>Устанавливать термометры необходимо в соответствующие закладные конструкции. Стеклянные термометры должны быть защищены металлическими гильзами, для установки термометров в трубопроводы диаметром до 50 мм включительно следует применять расширительные сосуды. Установка ртутных термометров не допускается.</p><p><br></p>";;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193554;Истина;
193555;Ложь;;<p>10.5.5 Диаметр корпусов стрелочных термометров, устанавливаемых на высоте до 2 м от уровня площадки наблюдения за прибором, должен быть не менее 100 мм, на высоте 2–5 м – не менее 160 мм и на высоте 5 м – не менее 250 мм.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193555;Истина;
193556;Ложь;;<p>10.6.1 Арматура, устанавливаемая на трубопроводах, должна выбираться с учетом гидравлического испытания пробным давлением. Величина пробного давления должна приниматься не менее 1,25 рабочего давления, но не ниже 0,6 МПа.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193556;Истина;
193557;Ложь;;<p>10.6.2 Обвязка трубопроводов паровых котлов должна быть оснащена запорной и регулирующей арматурой, обеспечивающей безопасность эксплуатации и поддержание постоянного давления независимо от производительности.</p>;;16.01.2022;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193557;Истина;
193558;Ложь;;<p>10.6.3 На питательном трубопроводе парового котла устанавливают обратный клапан и запорную арматуру.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193558;Ложь;
193559;Ложь;;<p>10.6.4 На подпиточном трубопроводе водогрейного котла устанавливают обратный клапан и запорную арматуру.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193559;Ложь;
193560;Ложь;;<p>10.6.5 При наличии нескольких питательных насосов, имеющих общий всасывающий и нагнетательный трубопроводы, у каждого насоса на стороне всасывания и на стороне нагнетания устанавливают запорные органы. На напорном патрубке питательного или циркулирующего центробежного насоса до запорного органа устанавливают обратный клапан.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193560;Ложь;
193561;Ложь;;<p>10.6.6 Питательный трубопровод должен иметь патрубки для выпуска воздуха из верхней точки трубопровода и дренажи для спуска воды из нижних точек трубопровода.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193561;Ложь;
193562;Ложь;;<p>10.6.7 У каждого водогрейного котла, подключенного к общим трубопроводам сетевой воды, на подающем и обратном трубопроводах котла монтируют по одному запорному органу.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193562;Ложь;
193563;Ложь;;<p>10.6.8 Для предотвращения перегрева стенок водогрейного котла и повышения в нем давления при аварийной остановке сетевых насосов в системе с принудительной циркуляцией между котлом и вентилем (задвижкой) на выходном трубопроводе должно быть установлено устройство для сброса воды с отводом в безопасное место.</p>;;17.06.2017;;В разработке;Котельные установки. Актуализированная редакция СНиП II-35-76 (с изменением № 1);;Требования технических регламентов;"Требование механической безопасности; требование безопасности для пользователей зданиями и сооружениями; требование энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;193563;Ложь;
