ID;Согласовано;Раздел документа;Содержание;Порядковыи? номер;Дата ввода требования в действие;Дата отмены или приостановки требования;Статус требования;Реестр НТД;Вид номера;Раздел реестра;Требование безопасности;Конструктор;Триггер избранного;Создавший пользователь;ЮИН;Изменено;Дата публикации в реестре требований;;
192005;Ложь;;"<p>6.3.8 Уклоны трубопроводов воды, пара и конденсата следует принимать не менее 0,002, а уклон паропроводов против движения пара ? не менее 0,006.</p><p>Во всех низших точках трубопроводов должна предусматриваться установка спускных кранов для возможности опорожнения системы. Во всех высших точках должна предусматриваться установка воздухоотводчиков или кранов для возможности выпуска воздуха.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192005;Ложь;;;
192006;Ложь;;"<p>6.3.9 Разводящие трубопроводы систем внутреннего теплоснабжения и отопления допускается прокладывать без уклона в стесненных условиях, а также при скорости движения воды в трубопроводах:</p><p>- из стальных труб ? 0,25 м/с и более;</p><p>- из медных и полимерных труб ? 0,1 м/с и более.</p><p>На указанных трубопроводах необходимо предусматривать дополнительные штуцеры, направленные вверх со стороны, противоположной расположению спускного крана на данном участке, для возможности подключения компрессора для продувки трубопроводов сжатым воздухом при проведении ремонтных работ.&nbsp;</p><p>В горизонтальных поквартирных системах отопления допускается прокладка трубопроводов без уклона.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192006;Ложь;;;
192008;Ложь;;"<p>6.4.1 В помещениях категорий А, Б, В1?В3 отопительные приборы систем водяного и парового отопления следует предусматривать с гладкой поверхностью, допускающей легкую очистку, в том числе:</p><p>- радиаторы секционные или панельные одинарные;</p><p>- радиаторы секционные без оребрения или панельные спаренные или одинарные для помещений, в которых отсутствует выделение пыли горючих материалов (далее – горючая пыль). Для помещений категории В, в которых отсутствует выделение горючей пыли, допускается применение конвекторов;</p><p>-&nbsp;отопительные приборы из гладких стальных труб.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192008;Истина;;;
192009;Ложь;;<p>6.4.2 Отопительные приборы в помещениях категорий А, Б, а также В1, В2 с выделением горючей пыли следует размещать на расстоянии (в свету) более 100 мм от поверхности стен, размещать отопительные приборы в нишах не допускается.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192009;Ложь;;;
192010;Ложь;;"<p>6.4.3 В помещениях для наполнения и хранения баллонов со сжатым или сжиженным газом, а также в помещениях складов категорий А, Б, В1 отопительные приборы следует ограждать экранами из негорючих материалов на расстоянии не менее 100 мм (в свету) от приборов отопления, предусматривая доступ к ним для очистки.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192010;Ложь;;;
192011;Ложь;;"<p>6.4.4 В эвакуационных коридорах не допускается размещать оборудование, выступающее из плоскости стен на высоте менее 2 м, трубопроводы с горючими газами и жидкостями, а также встроенные шкафы, кроме встроенных шкафов для коммуникаций.&nbsp;</p><p>Шкафы для коммуникаций допускается предусматривать выступающими из стен при сохранении нормативной ширины пути эвакуации и обозначении выступающих конструкций в соответствии с ГОСТ 12.4.026.&nbsp;&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192011;Ложь;;;
192012;Ложь;;"<p>6.4.6 В поквартирных системах отопления отопительные приборы следует подключать к разводящим полимерным трубопроводам через специальную гарнитуру и фитинги. Открытая прокладка подводок из полимерных трубок к гарнитуре подключения без их защиты от механических повреждений не допускается. При открытой прокладке полимерных труб для их защиты от механических повреждений следует предусматривать специальные плинтусы, короба и т.п. конструкции, позволяющие обеспечивать, при необходимости, доступ к трубам и местам их соединений.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192012;Истина;;;
192013;Ложь;;"<p>6.4.7 Отопительные приборы в производственных помещениях с постоянными рабочими местами, расположенными на расстоянии 2 м или менее от окон, в районах с расчетной температурой наружного воздуха в холодный период года минус 15 °C и ниже (параметры Б) следует размещать под окнами.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192013;Ложь;;;
192014;Ложь;;"<p>6.4.8 Отопительные приборы в помещениях медицинского назначения должны иметь обтекаемую конструкцию, гладкость поверхности для очистки и дезинфекции. К приборам отопления должен быть обеспечен беспрепятственный доступ.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192014;Ложь;;;
192015;Ложь;;"<p>6.4.9 Отопительные приборы не следует размещать:</p><p>- в отсеках тамбуров, имеющих наружные двери;</p><p>- на лестничных клетках, в том числе незадымляемых, если отопительные приборы выступают от плоскости стен на высоте менее 2,2 м от поверхности проступей и площадок лестницы.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192015;Ложь;;;
192016;Ложь;;"<p>6.4.11 У отопительных приборов следует устанавливать регулирующую арматуру.</p><p>В жилых и общественных зданиях у отопительных приборов следует устанавливать автоматические терморегуляторы. Терморегулирующие клапаны должны иметь ограничение диапазона регулирования, не допускающего возможность понижения температуры внутреннего воздуха ниже указанной в 5.2.</p><p>При применении декоративных экранов или при неудобном доступе к отопительным приборам терморегуляторы должны иметь термоголовку с выносным датчиком.</p><p>В помещениях, где имеется опасность замерзания теплоносителя или несанкционированного изменения настройки на клапане или на термоголовке, следует применять терморегулятор с защитой от несанкционированного воздействия.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192016;Истина;;;
192018;Ложь;;"<p>6.4.12 Приборы систем лучистого отопления (в том числе газовые и электрические инфракрасные излучатели) с температурой поверхности выше 150 °C следует размещать в верхней зоне помещения или на строительных конструкциях класса пожарной опасности К0.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192018;Ложь;;;
192029;Ложь;;"<p>6.4.13 Газовые излучатели (ГИИ) темного типа допускается применять при условии отвода продуктов сгорания наружу, обеспечивая ПДК вредных веществ в воздухе рабочей или обслуживаемой зоны ниже допустимых величин, с учетом примечания 4 к таблице Б.1, а также при условии установки сигнализаторов загазованности по метану и оксиду углерода, срабатывающих при достижении загазованности помещения, равной 10 % НКПРП метана или&nbsp;&nbsp;&nbsp;10 % ПДК оксида углерода. Сигнализаторы загазованности должны быть сблокированы с быстродействующими запорными клапанами, установленными на вводе газа в помещение и отключающими подачу газа по сигналу загазованности.</p><p>ГИИ светлого типа допускается применять согласно ГОСТ 34315.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192029;Истина;;;
192030;Ложь;;"<p>6.4.14 Температуру поверхности панелей радиационного обогрева рабочих мест не следует принимать выше 60 °C, а панелей радиационного охлаждения – ниже 2 °C. Температуру поверхности высокотемпературных приборов лучистого отопления (кроме ГИИ светлого типа) не следует принимать выше 250 °C.&nbsp;</p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192030;Истина;;;
192031;Ложь;;"<p>6.4.15 В электрических системах отопления допускается применять электрические отопительные приборы, имеющие уровень защиты от поражения током не ниже класса 1 и температуру теплоотдающей поверхности ниже допустимой для помещений по приложению Б, с автоматическим регулированием тепловой мощности нагревательного элемента в зависимости от температуры воздуха в помещении.&nbsp;</p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192031;Истина;;;
192032;Ложь;;"<p>7.1.3 Вентиляцию с механическим побуждением, в том числе с частичным использованием систем естественной вентиляции для притока или удаления воздуха (далее – смешанную вентиляцию) следует предусматривать:</p><p>- если параметры микроклимата и качество воздуха не обеспечиваются вентиляцией с естественным побуждением в течение года;</p><p>- для помещений и зон без естественного проветривания, в том числе межквартирных коридоров жилых зданий с разводкой трубопроводов отопления в полу коридора.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192032;Истина;;;
192033;Ложь;;"<p>7.1.6 Для общественных и административно-бытовых помещений в районах с расчетной температурой наружного воздуха минус 40 °C и ниже (по параметрам Б) следует предусматривать механическую вентиляцию.&nbsp;</p><p>Устройство рекуперации теплоты вентиляционных систем следует предусматривать при нецелесообразности достижения требуемых значений удельной характеристики расхода тепловой энергии на отопление и вентиляцию посредством увеличения удельной теплозащитной характеристики здания.</p><p>При этом, в случае возможного обмерзания рекуператора, необходимо предусматривать опции для предотвращения его обмерзания.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192033;Истина;;;
192034;Ложь;;"<p>7.1.7 Системы вентиляции, обслуживающие одно или несколько помещений на одном или нескольких этажах жилых зданий следует проектировать:</p><p>- с централизованными приточными и вытяжными установками с подачей приточного подготовленного наружного воздуха и поддержанием заданной температуры приточного воздуха;</p><p>- с индивидуальными поквартирными приточно-вытяжными установками;</p><p>- с использованием механического побуждения для удаления воздуха и поступлением приточного воздуха через открываемые конструкции (клапаны) в ограждающих конструкциях или окнах, или индивидуальные покомнатные установки (бризеры);</p><p>- с естественным притоком и удалением воздуха; поступление наружного воздуха в помещения следует предусматривать через приточные устройства в наружных стенах или окнах.&nbsp;</p><p>С целью экономии топливно-энергетических ресурсов для жилых помещений многоквартирных жилых зданий следует предусматривать механическую приточно-вытяжную вентиляцию с рекуперацией теплоты удаляемого воздуха.</p><p>Устройство систем вентиляции должно исключать перетоки воздуха из одной квартиры в другую.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192034;Истина;;;
192037;Ложь;;"<p>7.1.8 Системы вентиляции жилых зданий с механическим побуждением следует резервировать в соответствии с 7.2.9.</p><p>При использовании гибридных систем вентиляции вентиляторы таких систем следует принимать с поддержанием расчетного разрежения на всасывающем патрубке за счет применения регулируемого привода для возможности использования естественного побуждения в холодный период года.&nbsp;</p><p>Установку систем вентиляции следует выполнять с учетом требований 7.2, 7.10, не допуская размещения установок непосредственно над, под и смежно с жилыми помещениями и с обеспечением нормативных уровней шума и вибраций в жилых помещениях.&nbsp;&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192037;Истина;;;
192038;Ложь;;"<p>7.1.10 В помещениях жилых зданий подключение к общедомовой системе вентиляции дополнительных устройств (кухонные вытяжки с вентилятором, бытовые вентиляторы и т.п.)&nbsp;не допускается.&nbsp;</p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192038;Истина;;;
192039;Ложь;;"<p>7.1.12 При оборудовании жилых, общественных, административных и бытовых помещений естественной вытяжной вентиляцией, располагаемое давление и параметры сети следует рассчитывать на разность плотностей наружного воздуха с температурой 5 °С и внутреннего воздуха с температурой для холодного периода года. </p><p>	При установке вентиляционных дефлекторов или ротационных вентиляционных турбин системы естественной вытяжной вентиляции следует рассчитывать на те же температурные параметры с учетом ветрового давления, при расчетной скорости ветра. В качестве расчетной скорости ветра следует принимать:</p><p>	- для холодного периода года – среднюю скорость ветра за период со среднесуточной температурой ? 8 °С (СП 131.13330);</p><p>	- для теплого периода года – минимальную из средних скоростей ветра по румбам за июль, но не менее 1 м/с (СП 131.13330).</p><p>	Статическое разрежение, создаваемое дефлектором вследствие ветрового давления, следует рассчитывать по формуле</p><p>	<em>P</em><sub>в</sub> = 0,5<em>K</em> ?<sub>н </sub><em>W</em><sup>2</sup> ,&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;(1а)</p><p>где <em>W</em> – расчетная скорость ветра, м/с;</p><p>	?<sub>н<em> </em></sub>– плотность наружного воздуха, кг/м<sup>3</sup>;</p><p>	<em>K</em> – экспериментальный коэффициент, характеризующий долю ветрового давления, переходящего в статическое разрежение (коэффициент аэродинамической эффективности дефлектора). </p><p>	Значение экспериментального коэффициента следует принимать по данным завода-изготовителя или по справочным данным.</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192039;Истина;;;
192040;Ложь;;"<p>7.1.13 Естественную вентиляцию для производственных помещений следует рассчитывать:</p><p>а) для помещений с избытками теплоты – при расчетных параметрах теплого периода года (параметры А) без учета влияния ветра;</p><p>б) для помещений без избытков теплоты – при расчетных параметрах, указанных в 7.1.12.&nbsp;</p><p><br></p>";;01.07.2024;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями; требования энергетической эффективности зданий и сооружений";;Ложь;Соколов Сергей Вадимович;192040;Истина;;;
192041;Ложь;;"<p>7.1.14 Механическую приточную вентиляцию с подачей наружного воздуха (круглосуточно и круглогодично) следует предусматривать, обеспечивая подпор воздуха, в помещениях машинных отделений лифтов зданий категорий А и Б, а также в тамбур-шлюзах:</p><p>- помещений категорий А и Б;</p><p>- помещений с выделением вредных газов, паров или аэрозолей 1-го и 2-го классов опасности.</p><p>Устройство общего тамбур-шлюза для двух и более помещений категорий А и Б не допускается.&nbsp;</p><p><br></p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192041;Ложь;;;
192042;Ложь;;<p>7.1.15 Приточно-вытяжную или вытяжную механическую вентиляцию следует предусматривать для приямков глубиной 0,5 м и более и смотровых каналов с ежедневным обслуживанием и расположенных в помещениях категорий А и Б или в помещениях, в которых выделяются вредные газы, пары или аэрозоли плотностью более плотности воздуха.</p>;;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192042;Ложь;;;
192043;Ложь;;"<p>7.1.16 Потолочные вентиляторы и вентиляторы-вееры (кроме применяемых для воздушного душирования рабочих мест) следует предусматривать дополнительно к системам приточной вентиляции для периодического увеличения скорости движения воздуха в теплый период года выше допустимой по ГОСТ 30494, но не более, чем на 0,3 м/с на рабочих местах или отдельных участках помещений в общественных, административно-бытовых и производственных зданиях, расположенных в IV климатическом районе, а также по заданию на проектирование в других климатических районах.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192043;Ложь;;;
192044;Ложь;;"<p>7.1.17 Воздушное душирование постоянных рабочих мест следует предусматривать наружным воздухом или смесью наружного и рециркуляционного воздуха, или охлажденным воздухом при облучении лучистым тепловым потоком с плотностью более 140 Вт/м<sup>2</sup> в соответствии с <span style=""color: windowtext;"">5.9</span>.</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192044;Ложь;;;
192045;Ложь;;"<p>7.1.19 Воздушное отопление в помещениях следует предусматривать с учетом приложения В. В системе воздушного отопления расход воздуха следует определять по приложению Г.&nbsp;</p>";;01.07.2021;;Проект;Отопление, вентиляция и кондиционирование воздуха. Актуализированная редакция СНиП 41-01-2003  (с Правкой и изменениями №1, №2, №3, № 4);;Требования технических регламентов;"Требование безопасности для здоровья человека условий проживания и пребывания в зданиях и сооружениях; требование безопасности для пользователей зданиями и сооружениями";;Ложь;Соколов Сергей Вадимович;192045;Ложь;;;
